idcidade,nome,estado
32449,Oliveira de Souza,Acre
4291,Santos de Barbosa,Alagoas
99752,Nascimento Paulista,São Paulo
91848,Cassiano,Paraíba
58220,Monteiro,Ceará
19538,da Cruz do Galho,Tocantins
76934,Jesus de Minas,Espírito Santo
14656,Camargo de Moura,Rondônia
34160,Farias,Amazonas
65294,Brito de Andrade,Rio Grande do Norte
6923,das Neves,Sergipe
65657,Araújo,Minas Gerais
28832,Peixoto de Goiás,Goiás
65429,Camargo dos Dourados,Rio Grande do Sul
598,Viana de Araújo,Distrito Federal
88529,Abreu,Espírito Santo
52529,Camargo,Tocantins
32335,Camargo,Roraima
4927,Caldeira,Rondônia
85642,Pacheco,Bahia
76285,Cunha Alegre,Maranhão
88132,da Mata,Ceará
88285,Fernandes de Moreira,Espírito Santo
29063,Garcia do Galho,Ceará
26523,Cardoso,Piauí
2966,Rezende de Sousa,Paraná
49462,Sousa,Rio Grande do Sul
64195,Pinto da Prata,Roraima
72571,Camargo de Andrade,Pernambuco
68535,Câmara das Pedras,Paraíba
38136,Pimenta de Ferreira,Amazonas
74427,Barros Grande,Mato Grosso do Sul
55226,Alves do Sul,Pará
11283,Correia,Rio Grande do Norte
2152,Costela,Minas Gerais
76213,Azevedo,Paraíba
30647,Nogueira,Maranhão
98586,Ramos Grande,Santa Catarina
42115,Cardoso do Oeste,Pará
62402,Nogueira Paulista,Pará
39422,da Rocha de Cirino,Pernambuco
48177,Novaes de Montenegro,Paraíba
32269,Cardoso,Pernambuco
16030,da Rosa,Rio Grande do Sul
26377,Nogueira,Sergipe
6635,Rezende,Mato Grosso
14327,Cunha de Minas,Mato Grosso
62955,Araújo de Costa,Amapá
52221,da Conceição do Campo,Santa Catarina
27918,Melo do Amparo,Amazonas
75640,da Luz,Goiás
98569,da Rosa,Sergipe
47874,Almeida de Moraes,Sergipe
81871,Sampaio Paulista,Distrito Federal
90537,Martins,Espírito Santo
52799,Costela,Pernambuco
54389,Lopes,Distrito Federal
21576,Câmara de Goiás,Acre
7907,Pastor de Pastor,Sergipe
66786,Aragão,Tocantins
53691,Almeida de Minas,Paraíba
92383,Monteiro de Alves,Sergipe
58963,Leão do Amparo,Tocantins
23978,Azevedo,Rio Grande do Sul
25229,Camargo de Aparecida,Mato Grosso do Sul
88205,Gomes Paulista,Espírito Santo
27830,Vieira de Pereira,Alagoas
39186,da Rosa,Piauí
90162,Santos,Acre
98649,Siqueira da Praia,Roraima
80523,da Cunha,Sergipe
17792,Sá,Goiás
89688,Porto,Sergipe
66719,Silveira,Amapá
57319,da Mata de Barbosa,Espírito Santo
68295,da Cunha Paulista,Pará
20902,Souza,Bahia
26275,Lima,Alagoas
5938,Silveira Alegre,Rio Grande do Norte
71828,Mendes,Maranhão
70521,Freitas,Mato Grosso do Sul
67402,Rezende do Oeste,Paraíba
31119,da Rocha dos Dourados,Bahia
30200,Fonseca,Bahia
31549,Garcia,Pernambuco
55927,Siqueira Paulista,Rio Grande do Sul
86619,Sampaio da Mata,Paraná
32729,Pacheco do Norte,Santa Catarina
75025,Oliveira,Pernambuco
16408,Jesus de Fogaça,Roraima
31701,Cavalcante,Rio Grande do Sul
40327,Fonseca,São Paulo
70434,Carvalho,Paraná
9907,da Conceição,Pernambuco
46392,Costela da Serra,Paraíba
71518,Leão,Maranhão
80925,Leão,Goiás
47464,Sales Alegre,Distrito Federal
34496,Albuquerque de Gonçalves,Bahia
40540,Ribeiro,Roraima
81690,Novaes,Maranhão
77505,Martins,Santa Catarina
81080,Silveira,Ceará
2748,Castro de Minas,Amazonas
45581,Sales da Praia,Maranhão
82261,Cirino da Prata,Distrito Federal
65920,Vargas de Lopes,Santa Catarina
74914,Souza,Maranhão
90702,Rios do Oeste,Minas Gerais
79018,Aparecida,Amazonas
48515,Silva Paulista,Santa Catarina
40971,Brito,Minas Gerais
43638,Rios,Rondônia
39967,Melo,Amapá
91464,Aparecida da Prata,São Paulo
16202,Gomes,Rio Grande do Sul
99469,Siqueira do Campo,Rio Grande do Sul
99165,Fonseca,Pernambuco
91717,Caldeira,Amazonas
51198,Pimenta do Amparo,Sergipe
93065,Novais,Mato Grosso
75045,Abreu,Maranhão
22040,Casa Grande das Pedras,Amapá
22346,Viana Verde,Santa Catarina
10743,Fernandes,Rio Grande do Sul
20433,da Costa Grande,Rio Grande do Sul
2098,Alves Alegre,São Paulo
26573,Sousa Paulista,Minas Gerais
78776,Porto,Mato Grosso
2405,Casa Grande dos Dourados,Acre
48648,Jesus das Flores,Tocantins
90220,Marques da Mata,Rio Grande do Sul
79508,Albuquerque de Goiás,Alagoas
53409,Aparecida do Oeste,Paraíba
63786,Nascimento,Santa Catarina
34152,Freitas,Amapá
22736,Sampaio da Prata,Santa Catarina
56909,Duarte de Camargo,Rio Grande do Sul
15458,Carvalho de Vargas,Espírito Santo
64377,Araújo,Tocantins
85295,Campos da Serra,Piauí
66328,Viana,Paraíba
20316,Silveira do Sul,Amapá
32375,Casa Grande do Oeste,Santa Catarina
13434,Pinto dos Dourados,Pernambuco
6884,Nogueira,Santa Catarina
76475,Marques do Sul,Piauí
25740,Gomes,Mato Grosso
18062,Casa Grande de Goiás,Rio Grande do Norte
45578,Guerra do Norte,Pernambuco
63535,Nogueira Paulista,Minas Gerais
85821,das Neves,Roraima
29903,Cavalcante do Galho,Sergipe
99405,Santos,Sergipe
19162,Santos,Mato Grosso do Sul
39192,Nunes,Roraima
69721,Mendes de Costa,Mato Grosso
73993,Brito,Minas Gerais
68970,Araújo Alegre,Mato Grosso do Sul
52923,Castro,Tocantins
93670,Sampaio de Brito,Pará
54079,Cavalcante Verde,Bahia
26369,Costela do Amparo,Mato Grosso
35421,Cavalcante de Alves,Amapá
26812,Vasconcelos,Minas Gerais
38035,Santos de Monteiro,Mato Grosso
51375,Freitas do Amparo,Amapá
85479,Rezende Alegre,Ceará
89856,Abreu,Acre
57449,Casa Grande da Mata,Acre
39146,Aragão,Maranhão
29231,Costela do Norte,Bahia
36003,das Neves,Bahia
17455,Guerra de Minas,Paraná
89375,Teixeira de Minas,Tocantins
83773,Sá,Distrito Federal
93728,Cardoso,Amazonas
18768,Cardoso,Piauí
37110,Garcia,Rio de Janeiro
98288,Camargo das Pedras,Sergipe
86332,Araújo de Minas,Maranhão
16284,Araújo de Borges,Minas Gerais
55157,Borges,Rio Grande do Norte
23494,Monteiro,Ceará
1591,Castro do Oeste,Mato Grosso do Sul
53897,Câmara,Mato Grosso
68766,Fonseca,Mato Grosso do Sul
94094,Aragão do Norte,Distrito Federal
82055,Cirino do Norte,São Paulo
16402,Lima do Amparo,Goiás
66745,da Mata de Minas,Sergipe
71447,Fernandes de Sousa,Paraná
40651,Rezende de Pires,Alagoas
4754,da Costa das Pedras,Distrito Federal
69021,Correia Verde,Rondônia
93967,Costela,Rondônia
6858,Azevedo,Rio de Janeiro
55923,Campos,Rio Grande do Norte
30854,Ramos,Piauí
86935,Vasconcelos,Santa Catarina
94043,Monteiro,Amapá
82125,Ramos do Galho,Pará
57055,Caldeira,Acre
78924,Pinto do Sul,Espírito Santo
52789,Barbosa de Goiás,Minas Gerais
2217,Gonçalves,Acre
98947,Viana,Rio de Janeiro
27858,da Mota,Pará
75948,Fernandes de Goiás,Maranhão
70756,Cavalcanti,Paraná
59488,Cirino,Mato Grosso do Sul
52750,Brito do Sul,Amapá
26913,Pimenta de Macedo,Acre
24605,Pereira,Santa Catarina
71325,Cavalcanti do Galho,Amazonas
28858,Pereira da Mata,Rio Grande do Sul
88618,Araújo,Tocantins
59875,da Mota,Rondônia
14819,Casa Grande,Santa Catarina
63548,das Neves da Serra,Paraíba
11463,Caldeira,Santa Catarina
71883,Nogueira,Rio de Janeiro
13326,Cardoso do Campo,Ceará
1030,Barros da Praia,Amazonas
68309,Novais de Vieira,Ceará
69734,Moura,Pernambuco
98950,Lima dos Dourados,Piauí
36599,Fernandes da Praia,Amapá
76603,Cirino,Amapá
70600,Macedo,Rio de Janeiro
23837,Novais de Melo,Rondônia
82446,Castro,Rondônia
43007,Carvalho,Pará
71899,das Neves,Paraíba
32408,Vasconcelos,Bahia
60319,Vasconcelos,Rio Grande do Sul
46786,Pires,Alagoas
53134,da Cunha Paulista,Bahia
20595,Nogueira de Araújo,Rio Grande do Sul
48510,Almeida do Sul,Distrito Federal
28549,Sampaio de Caldeira,Tocantins
79529,Dias,Espírito Santo
55276,Brito,Santa Catarina
70198,Sales,Minas Gerais
10570,Cassiano do Norte,Amapá
74840,Vasconcelos dos Dourados,Santa Catarina
13931,Macedo,São Paulo
10747,da Rocha da Mata,Paraíba
28758,Leão,Rio de Janeiro
7041,Castro do Galho,Piauí
43186,Casa Grande,Rio de Janeiro
51853,Campos,Ceará
14858,Pacheco,Roraima
34566,Garcia,Acre
73312,Vargas,Goiás
29152,Ferreira,Piauí
26891,Casa Grande dos Dourados,Pernambuco
72664,Moura do Oeste,Ceará
72161,Pastor da Praia,Amazonas
88103,da Cruz do Norte,Rio Grande do Norte
23275,Pacheco,Goiás
2589,Sá de Farias,Goiás
47390,da Costa,Ceará
82430,Sampaio,Roraima
57800,Fernandes de Moura,Rondônia
18725,Carvalho das Flores,Rio Grande do Sul
2122,Peixoto do Amparo,Acre
76180,Sousa,Pernambuco
13616,Nunes,São Paulo
60649,Fonseca,Sergipe
72166,Azevedo da Serra,Minas Gerais
98471,da Rocha Verde,Piauí
58733,Fonseca,Maranhão
26387,Vargas do Campo,Rio Grande do Norte
79216,Ribeiro do Galho,Amazonas
57067,Barbosa,São Paulo
34594,Souza Paulista,Roraima
71237,Marques de Carvalho,Ceará
44994,Pires do Norte,Pará
84338,Freitas,Amapá
59571,Cassiano das Pedras,Goiás
91847,Rocha,Roraima
65340,da Rosa,Minas Gerais
19699,Mendonça,Bahia
25589,Dias,Rio de Janeiro
34223,Aparecida,Rondônia
81769,Andrade,Santa Catarina
37065,Melo,Rondônia
28220,Jesus Alegre,Alagoas
42084,Novaes da Praia,Paraná
97404,Andrade da Serra,Rondônia
85131,Borges do Campo,Alagoas
55402,Sousa,Santa Catarina
27282,Araújo Paulista,Sergipe
99902,Duarte da Serra,Tocantins
51201,das Neves de Goiás,Pará
7656,Rios,Maranhão
78449,Souza de Minas,Maranhão
75943,Martins,Rio Grande do Norte
90197,Lima,Amapá
71800,Fernandes,Mato Grosso
48666,da Luz Paulista,Acre
9456,Peixoto do Galho,Mato Grosso do Sul
14034,Sampaio,Santa Catarina
23353,Rodrigues,Bahia
34674,Gomes,Roraima
91683,Rodrigues,Espírito Santo
26019,Pacheco,Sergipe
55360,Azevedo da Serra,Amazonas
36331,Pacheco Paulista,Tocantins
46334,Vargas,Rio Grande do Norte
94885,Alves,Tocantins
58215,Rezende,Paraíba
52660,Rocha do Amparo,Goiás
19882,Sampaio dos Dourados,Goiás
16310,Cunha,Mato Grosso
26138,Sousa do Norte,São Paulo
21787,Casa Grande da Prata,Roraima
80805,Melo de Minas,Amapá
65331,Mendes de Minas,Rio Grande do Norte
17288,Lopes,Piauí
48140,Guerra,Espírito Santo
6097,Barros do Campo,Maranhão
28659,Caldeira de Mendonça,Paraíba
85104,Barros,Bahia
48532,Barbosa de Correia,Acre
90299,Ramos de Goiás,Alagoas
77060,Albuquerque,Bahia
86709,Moura,Pará
52208,Azevedo da Serra,Sergipe
51636,da Mota do Oeste,Amapá
13508,Lopes da Prata,Amazonas
48538,da Costa de Aragão,São Paulo
51157,Freitas,Mato Grosso do Sul
2269,Castro de Brito,Piauí
22210,Farias,Minas Gerais
79766,Guerra do Galho,Paraná
65329,Jesus,Piauí
74545,da Conceição,Pará
25230,Costa Grande,Rio Grande do Sul
72802,da Mata Alegre,Mato Grosso do Sul
50854,Mendonça do Amparo,Minas Gerais
22950,Caldeira,Alagoas
17613,Nascimento de Rios,Santa Catarina
11414,Leão,Bahia
15569,Caldeira de Minas,Pará
59846,Vargas,Pernambuco
89108,Almeida,Rio Grande do Sul
96031,Porto,Pernambuco
18689,Vasconcelos,Amazonas
61241,Duarte,Bahia
701,Câmara Paulista,Amapá
49531,Borges,Paraná
82376,Camargo Paulista,Bahia
88996,Garcia de Minas,Minas Gerais
71807,Correia,Goiás
44791,Rodrigues da Praia,Mato Grosso
35975,Aparecida,Mato Grosso
55072,da Conceição do Norte,Rio Grande do Sul
76190,Marques do Amparo,Tocantins
60120,Abreu do Galho,Pernambuco
56949,Cunha,Roraima
81345,Cassiano,Tocantins
74049,Vieira,Pernambuco
29240,Aragão,Rio Grande do Norte
50319,Camargo,Paraná
7143,Rodrigues Paulista,Distrito Federal
9201,Pereira,Tocantins
88514,Nascimento de Minas,Mato Grosso
35961,Moraes,Paraíba
81465,Marques,Sergipe
80148,Novais da Mata,Sergipe
25003,Borges,Goiás
20043,Vieira,Pará
86832,da Rocha,Santa Catarina
42710,Casa Grande,Rio Grande do Sul
28786,Brito,Espírito Santo
67557,Freitas,Distrito Federal
92904,Rodrigues da Prata,Distrito Federal
38275,Carvalho de Aragão,Paraíba
20202,Montenegro,Tocantins
90320,Porto,Minas Gerais
96953,Novais,Paraíba
26044,Aparecida de Goiás,Minas Gerais
43705,da Costa da Prata,Bahia
61014,Monteiro,Maranhão
91227,Guerra,Santa Catarina
47720,Jesus de Mendes,Rio Grande do Norte
95059,Vasconcelos,Alagoas
19558,Nunes,Rio de Janeiro
37864,Siqueira de Minas,Minas Gerais
28554,Pastor da Mata,Rio de Janeiro
45441,Cassiano,Espírito Santo
10806,Ribeiro de Teixeira,Paraná
34861,Monteiro,Sergipe
63249,Gonçalves,Paraíba
34901,Araújo de Albuquerque,Espírito Santo
30831,Dias Verde,Alagoas
45538,Pires de Sá,Bahia
85109,da Cunha da Serra,Paraíba
90760,Garcia da Serra,Rio Grande do Norte
42030,Campos,Pará
19455,Silveira,Rondônia
4832,Peixoto das Flores,Sergipe
47621,Correia,Mato Grosso do Sul
95755,Pinto,Goiás
32104,Mendes,Distrito Federal
38224,Porto,Amapá
13518,Araújo,Pará
51644,Alves,Alagoas
18254,Fogaça,Mato Grosso
11647,Gomes,Acre
65060,Aparecida,Tocantins
84097,da Mota,Piauí
17461,Santos,Roraima
60686,Azevedo,Alagoas
49082,Marques de Barros,Pernambuco
66413,Albuquerque Paulista,São Paulo
85515,Macedo,Santa Catarina
19433,da Mota de Dias,Tocantins
24378,Lopes,Tocantins
8532,da Mota Verde,Pará
11727,Costa de Teixeira,Rio Grande do Norte
42471,Siqueira,Rio Grande do Norte
51075,Nascimento da Praia,Pernambuco
35015,Moreira,Amazonas
21710,da Paz,Mato Grosso
11454,da Mota,Santa Catarina
95843,Dias de Minas,Santa Catarina
13177,da Mata do Norte,Bahia
81652,Silva,Mato Grosso
9842,Mendes de Moreira,Pará
4120,Alves Paulista,Rio Grande do Sul
51108,Gonçalves da Praia,Amazonas
19589,da Costa,Espírito Santo
56051,da Costa,Ceará
2502,Montenegro do Campo,Goiás
83989,Silva de Dias,Amapá
23495,Lopes das Pedras,Ceará
99073,Melo de Goiás,Mato Grosso do Sul
61967,Cunha,Maranhão
67378,da Cunha,Maranhão
5385,Camargo,Santa Catarina
71130,Lima Grande,Alagoas
29717,das Neves de Barbosa,Acre
62656,Pereira Verde,Paraíba
75690,Porto da Mata,São Paulo
40712,Cardoso de Sampaio,Paraíba
69618,Nunes,Roraima
64655,Sousa da Praia,Rio de Janeiro
15671,Alves,Bahia
55566,Garcia,Pará
40829,Fogaça,Piauí
65900,Sá das Flores,Mato Grosso
93728,Ramos,Santa Catarina
91707,Albuquerque,Espírito Santo
1298,da Luz,Rondônia
89698,Siqueira,Mato Grosso do Sul
69838,Cunha do Oeste,Maranhão
75704,Barbosa de Pastor,Amapá
25911,Souza,Pará
75206,Marques,Mato Grosso do Sul
77554,Almeida,Rio de Janeiro
33670,Cavalcante do Amparo,Mato Grosso
23855,das Neves,Roraima
72115,Dias,Amazonas
3794,Freitas da Praia,Amapá
28930,da Mota do Galho,Amazonas
16500,da Mota,Amapá
27664,Rios do Norte,Roraima
2944,Novaes da Mata,Minas Gerais
72195,Peixoto da Prata,Roraima
82454,Silva da Praia,Rio Grande do Sul
32208,Fernandes do Sul,Rio Grande do Sul
85308,Fonseca,Rondônia
25311,Monteiro das Flores,Pará
70952,Porto dos Dourados,Sergipe
16481,Marques de Novaes,Amazonas
60714,Gomes,Pará
65555,Marques,Rio de Janeiro
70318,Monteiro,Sergipe
85706,Fonseca,Rio Grande do Sul
23137,Barros Grande,Paraíba
46966,Novais,Acre
72924,da Luz,Tocantins
89902,Nogueira do Campo,Minas Gerais
37065,Fogaça de Melo,Santa Catarina
98065,Pires,Santa Catarina
21780,Montenegro,Maranhão
41246,Rodrigues,Amapá
22106,Moraes,Mato Grosso do Sul
27066,Farias,Amapá
29439,Vargas das Flores,Alagoas
43821,da Rosa,Rio Grande do Norte
64948,Pastor,Goiás
97851,Cirino da Mata,Sergipe
57091,Carvalho de Caldeira,Maranhão
48817,Gonçalves,Maranhão
74942,Cavalcante,Ceará
91691,Fernandes Paulista,Minas Gerais
95194,Carvalho Paulista,Piauí
29368,Ribeiro do Oeste,Tocantins
50627,Cirino do Sul,Bahia
53200,Sales,Tocantins
67083,Monteiro,Distrito Federal
58146,da Rocha,Sergipe
97034,Garcia do Galho,Bahia
77322,da Mata,Acre
86775,Silva da Prata,Roraima
45836,Correia de Rios,Santa Catarina
77117,Andrade do Galho,Rio Grande do Sul
61329,Lopes do Oeste,Ceará
15453,Silveira Grande,Mato Grosso do Sul
36715,Borges,Alagoas
43000,Monteiro,Distrito Federal
31181,Borges de Castro,Tocantins
21827,Lima dos Dourados,Roraima
27030,Campos,Paraíba
68236,Farias de Leão,Alagoas
53280,Vargas de Minas,Rio Grande do Sul
67407,da Mata Paulista,Maranhão
10649,Vargas,Bahia
24325,Costa,Pará
51423,Cavalcante,Roraima
25401,Guerra da Mata,Rio de Janeiro
53902,Barros dos Dourados,Espírito Santo
17031,Cardoso,Alagoas
32006,Leão,Tocantins
62101,Sousa de Cavalcanti,Alagoas
39642,Moura da Mata,Sergipe
7618,Moura de Araújo,Paraná
62577,Pimenta da Mata,Goiás
64820,Pires,Rio Grande do Sul
74498,Nascimento da Serra,Alagoas
75994,Moura da Prata,Espírito Santo
80902,Freitas Paulista,Roraima
95922,Camargo,Roraima
36521,Lima,Rondônia
75914,Dias de Minas,Mato Grosso
80729,Sá,Amazonas
3931,Sousa,Alagoas
32566,Alves da Prata,Rio Grande do Sul
68268,Araújo de Minas,Amazonas
72280,Nascimento de Machado,Espírito Santo
38314,Borges,Rio de Janeiro
68525,Costela do Oeste,Pernambuco
68265,Porto do Amparo,Amapá
59368,Porto,Mato Grosso
88940,Fonseca Alegre,Tocantins
44265,Rodrigues,Mato Grosso do Sul
14139,Monteiro do Campo,Sergipe
94148,Mendes,Tocantins
64176,Lopes,Sergipe
12072,Silveira,Minas Gerais
98324,Alves do Amparo,Santa Catarina
40077,Pereira Paulista,Piauí
83258,Azevedo de Minas,São Paulo
234,Pires de Novaes,Espírito Santo
58222,Mendes do Campo,Acre
66655,Castro Verde,Amapá
44556,Casa Grande,Distrito Federal
94017,das Neves,Piauí
92433,Barros,Amapá
85842,Ramos,Mato Grosso do Sul
49093,Duarte,Bahia
82715,Montenegro,Santa Catarina
6780,Rodrigues do Sul,Amapá
94277,Duarte de Sales,Sergipe
26009,da Costa do Amparo,Tocantins
18579,Viana Grande,São Paulo
44092,Leão,Roraima
8993,Pacheco,Pará
91101,da Cruz de Câmara,Minas Gerais
55812,das Neves de Lopes,Mato Grosso do Sul
70378,Leão de Barbosa,Sergipe
43022,Araújo das Flores,Mato Grosso
64674,Alves,Rio Grande do Sul
57686,Rocha,Piauí
98441,Santos da Prata,Pará
87439,Borges,Maranhão
54566,Sousa,Santa Catarina
99138,Lopes,Ceará
88566,Camargo de Ribeiro,Minas Gerais
45613,Ribeiro,Rio Grande do Sul
37368,Moreira de Rios,Distrito Federal
85929,da Mota,Tocantins
47033,da Rosa,Ceará
29491,Nunes,Amapá
29168,Casa Grande de Goiás,Rio Grande do Norte
6234,Siqueira,Maranhão
789,Nogueira,Mato Grosso
37551,Pastor de Mendonça,Piauí
72282,Pereira,Rio de Janeiro
28867,Nascimento das Flores,Paraná
64750,Santos de Albuquerque,Mato Grosso do Sul
55726,Pinto,Sergipe
49058,Dias de Minas,Rio de Janeiro
99424,Fernandes,Paraná
33530,da Paz Verde,Mato Grosso do Sul
17701,Sales,Mato Grosso do Sul
74576,Costa Alegre,Rio de Janeiro
95386,Almeida,Tocantins
15263,Vasconcelos,Mato Grosso do Sul
77725,Aparecida do Oeste,Rio de Janeiro
29319,Novaes de Silveira,Piauí
32335,Pereira,São Paulo
59357,Pinto Verde,Acre
76449,Ribeiro,Bahia
11830,Pires das Flores,Mato Grosso
79094,da Paz do Sul,Paraíba
44694,Casa Grande das Pedras,Minas Gerais
41713,Vieira de Jesus,Goiás
88988,Albuquerque,Bahia
92616,da Mota do Sul,Rondônia
27463,Alves do Galho,Goiás
35111,da Rosa,Pará
93189,da Mota,Piauí
4391,da Luz,Roraima
33691,Vasconcelos,Amazonas
24315,da Mata de Carvalho,Santa Catarina
3345,Gonçalves,Mato Grosso
20368,Machado Paulista,Amazonas
57566,Câmara,Santa Catarina
91894,Leão,Amazonas
75365,Albuquerque,Amapá
78002,Cavalcanti,Bahia
25658,Azevedo Alegre,Espírito Santo
84786,Pastor,Sergipe
74398,Souza Paulista,Rondônia
28431,Pacheco,Amapá
8470,Aparecida das Flores,Amazonas
48671,Cavalcanti,Ceará
10142,Fogaça,Minas Gerais
37030,Mendonça do Oeste,Bahia
28175,Pimenta das Flores,Maranhão
39002,Câmara,Amazonas
45322,Pacheco de Brito,Tocantins
4923,Correia do Galho,Goiás
77931,Gonçalves de Macedo,Ceará
95672,Guerra do Galho,Sergipe
41389,Montenegro Alegre,São Paulo
85901,Almeida,Pará
52205,Nunes,Rio Grande do Sul
48174,Brito,Paraná
58505,Silva,Acre
89627,da Rocha,Acre
39850,Machado de Mendonça,Ceará
65378,Silveira,Pará
43317,Rezende das Pedras,Rio Grande do Sul
19845,Pires,Maranhão
88466,Caldeira da Mata,Paraná
52400,Mendes,Piauí
84425,Silveira,Mato Grosso do Sul
24054,Rezende Grande,Roraima
74596,Pastor de Brito,Sergipe
7227,Duarte de Montenegro,Ceará
73912,Abreu,Paraná
57061,Vargas,Rio Grande do Norte
92940,Cavalcante da Praia,Alagoas
99539,Fonseca,Roraima
6477,Fonseca de Abreu,Piauí
36834,Mendes,Amazonas
30447,Moraes,Rondônia
96466,Cirino da Prata,Tocantins
12505,Pimenta,Pernambuco
86821,Carvalho,Amazonas
16904,Lopes,Goiás
57062,Brito do Galho,Mato Grosso
40422,Macedo do Norte,Alagoas
63814,Porto dos Dourados,Rio Grande do Norte
51685,Cirino de Minas,Paraíba
39233,da Mota,Bahia
96945,Andrade de Machado,Paraná
24581,Barros da Serra,Rio Grande do Norte
4813,Montenegro de da Luz,Acre
26493,Vieira Verde,Paraná
60623,Pinto da Praia,Paraíba
46633,da Rosa,Piauí
92037,Cirino da Prata,Paraíba
73509,Rios do Galho,São Paulo
64041,Cirino,Minas Gerais
16209,Rezende,Alagoas
62899,Aparecida de Albuquerque,Ceará
50042,Rios,Alagoas
47780,Cavalcante de Ribeiro,Paraíba
79825,Barros,Minas Gerais
71528,Moraes,Acre
85626,Jesus de Goiás,Rio Grande do Sul
48659,da Costa,Santa Catarina
55687,Pacheco,Sergipe
54951,Martins da Praia,Piauí
55731,da Rocha do Campo,Acre
17773,Ferreira da Prata,Maranhão
55282,Alves,Bahia
68018,Caldeira,Sergipe
58550,da Rocha,Goiás
11374,Abreu,Rio Grande do Sul
98764,Rocha,Acre
61812,Moura Grande,Sergipe
90159,Alves de Pimenta,Paraná
87204,Vasconcelos do Galho,Amazonas
38192,Silva Paulista,Pará
21724,Alves,Ceará
18054,da Conceição,Bahia
48598,Gonçalves,Acre
3893,Rodrigues de Sá,Espírito Santo
47049,Caldeira,Amazonas
78792,Silva,Tocantins
43403,Fonseca de Siqueira,Bahia
42972,Nascimento do Campo,Santa Catarina
41684,Caldeira,Paraíba
39222,Ferreira,Pernambuco
37289,Freitas,Amazonas
8979,Santos,Pará
84833,Martins,Mato Grosso do Sul
75724,Aparecida Verde,Rio de Janeiro
64058,Peixoto,Bahia
83627,Castro,Rio Grande do Norte
38430,Cavalcanti,Amazonas
12985,Costa de Goiás,Ceará
99896,Marques,Pará
54584,Abreu da Serra,Pará
89568,Leão de Martins,Sergipe
60464,Cassiano,Rio Grande do Sul
18383,Leão Grande,Pernambuco
74366,Fogaça Alegre,Paraíba
86470,Cassiano,Goiás
22176,Cunha dos Dourados,Ceará
75810,Peixoto do Campo,Pará
76194,da Cruz,Rondônia
91843,Macedo,Distrito Federal
80317,Campos,Pernambuco
14787,Nogueira do Amparo,Rio Grande do Sul
95830,Dias de Guerra,Tocantins
34513,Souza de Montenegro,Tocantins
68450,Albuquerque,Minas Gerais
40347,da Luz da Praia,Paraná
66519,Gonçalves,Rondônia
15465,Vargas do Norte,Roraima
29479,Albuquerque,São Paulo
17015,Vasconcelos,Pará
62047,Costela,Amapá
12135,Martins,Paraíba
56704,Abreu Paulista,Amapá
3092,Barbosa,Maranhão
22858,Rocha,Roraima
50993,Rezende Verde,Mato Grosso do Sul
29796,Ribeiro do Norte,São Paulo
82620,das Neves do Norte,Goiás
94330,Correia de Goiás,Amazonas
51914,Ferreira,Rio de Janeiro
57504,Garcia dos Dourados,Sergipe
67189,Gomes,Rio Grande do Norte
11325,Alves,Amazonas
85966,Souza,Roraima
44117,Sousa,Minas Gerais
41084,Moura do Campo,Distrito Federal
9729,Marques do Norte,Sergipe
19102,Almeida,Distrito Federal
99435,Caldeira,Santa Catarina
63032,Câmara,Rio Grande do Sul
94178,Campos,Mato Grosso
96925,da Luz do Amparo,Amapá
63255,Gonçalves Paulista,Distrito Federal
33104,Dias do Campo,Distrito Federal
36469,Machado de Albuquerque,Santa Catarina
45887,Rocha de Pires,São Paulo
55025,da Luz,Rio de Janeiro
99600,Brito,São Paulo
38978,Siqueira,Roraima
36150,da Costa,Roraima
37030,Siqueira,Maranhão
25630,Gomes das Pedras,Piauí
20431,Machado da Mata,Pernambuco
42275,Campos da Prata,Minas Gerais
36486,Cavalcante de Minas,Minas Gerais
38555,Sá do Sul,Rio Grande do Sul
18675,Mendes,São Paulo
59121,Aragão do Galho,Sergipe
53865,Ramos,Maranhão
74936,Correia dos Dourados,Rio de Janeiro
85156,Araújo,Paraná
71110,Cunha das Flores,Distrito Federal
50584,Lima Alegre,Paraíba
98336,Sales,Rio de Janeiro
33394,Pimenta das Flores,Santa Catarina
32476,Camargo,Rondônia
51524,Vasconcelos,Minas Gerais
21655,Mendonça Verde,Distrito Federal
58366,Melo,Rio Grande do Norte
66545,Leão,Rio Grande do Norte
89960,Cirino,Mato Grosso do Sul
93838,Pinto,Espírito Santo
69839,da Mata do Oeste,Alagoas
24853,da Conceição,Sergipe
98962,Gomes das Pedras,São Paulo
62302,Cassiano,Acre
35982,Porto,Pará
80341,Rocha,Mato Grosso
40554,da Costa,Goiás
85234,Costela da Praia,São Paulo
92103,Albuquerque de Nascimento,Bahia
48740,Silveira do Amparo,Santa Catarina
97199,Albuquerque de da Rosa,Amapá
58799,Nogueira do Amparo,Piauí
6598,Jesus,Mato Grosso
87283,Peixoto,Alagoas
28559,Costa da Praia,Bahia
37575,Pimenta de Minas,Bahia
67689,Moreira,Amazonas
5662,Nascimento do Oeste,Acre
15269,da Rocha,Santa Catarina
54328,Castro,Amazonas
7286,Lopes de Teixeira,Piauí
39783,Martins,Sergipe
30201,Teixeira da Mata,Piauí
34854,Ribeiro,Distrito Federal
43808,Macedo,Alagoas
62082,Garcia,Acre
