idestado,nome_estado,sigla_estado
54274,Ceará,SC
67790,Rio de Janeiro,MA
36077,Rondônia,PE
47698,Rio de Janeiro,RJ
31444,Mato Grosso,SP
52442,São Paulo,AL
27175,Alagoas,SP
40321,Santa Catarina,RJ
7036,Amapá,AM
7320,Rio de Janeiro,RR
70371,Rio Grande do Norte,BA
23485,Amazonas,RS
85540,Mato Grosso,MT
48873,Rio Grande do Norte,AP
21023,Ceará,PI
80447,Maranhão,AM
57982,Rondônia,PB
13700,Paraná,AP
62707,Alagoas,PB
31597,Santa Catarina,RS
47810,Bahia,PE
3893,Maranhão,ES
71633,Maranhão,RJ
24387,Paraíba,PE
43147,Mato Grosso,GO
94353,Maranhão,RO
71450,Roraima,RS
64469,Ceará,MA
61621,Amazonas,AC
96480,Goiás,SP
92617,Goiás,CE
91979,Rondônia,MA
28588,Minas Gerais,RO
24407,Paraná,PE
62227,Piauí,ES
80020,Pernambuco,ES
40594,Mato Grosso do Sul,PA
83508,Piauí,BA
98442,Distrito Federal,MT
16292,Maranhão,AP
82936,Distrito Federal,PR
48452,Acre,MS
11811,Rio de Janeiro,RN
45686,Minas Gerais,RN
79446,Alagoas,AL
70776,Acre,MS
95317,Espírito Santo,PR
91340,Mato Grosso,MT
61208,Ceará,MS
77125,Roraima,GO
68760,Rondônia,BA
47345,Rio Grande do Sul,BA
49043,Rondônia,MS
15108,Ceará,AM
95477,Rondônia,PR
29483,Paraná,AM
45805,Pernambuco,PB
52021,Santa Catarina,PB
42234,Espírito Santo,PA
80128,Tocantins,GO
99947,Roraima,DF
96675,Mato Grosso,CE
26724,Santa Catarina,RO
27985,Tocantins,PR
11269,Rio de Janeiro,ES
69030,Maranhão,PE
11504,Santa Catarina,RO
32412,Rio Grande do Sul,SE
99036,Bahia,SC
78651,Espírito Santo,TO
64345,Amapá,CE
35679,Santa Catarina,RS
47371,Tocantins,ES
42193,Tocantins,PB
27286,Santa Catarina,AP
98983,Pernambuco,ES
32017,Roraima,PE
472,Bahia,SC
61416,Ceará,RR
58369,Minas Gerais,SP
14942,Sergipe,AM
57439,Alagoas,AM
56203,Paraná,AC
99702,Paraná,PI
39491,Pernambuco,MT
81095,Pernambuco,MT
67704,Mato Grosso do Sul,DF
57844,Rio Grande do Norte,AL
35826,Alagoas,PR
23825,Espírito Santo,PB
6894,Paraíba,SC
84093,Rio Grande do Sul,RR
71264,Sergipe,SP
90671,Tocantins,MS
27154,Pernambuco,PB
90599,Paraná,RS
57380,Mato Grosso,RJ
34621,Tocantins,SE
64854,Pará,SC
53541,Pará,MG
12514,Sergipe,PA
40296,Piauí,RN
697,Maranhão,GO
86764,Espírito Santo,SE
83436,Ceará,AP
13413,Acre,RR
16783,Santa Catarina,PE
4914,São Paulo,AC
37015,Ceará,PE
74477,Espírito Santo,MT
72556,Pernambuco,AC
48265,Rio Grande do Sul,SP
45899,Rio Grande do Norte,DF
6620,Rio de Janeiro,DF
55723,Tocantins,MT
44844,Piauí,RO
96313,Mato Grosso,DF
46803,Maranhão,MS
52283,Paraíba,RS
36533,Rio Grande do Norte,AP
69223,Paraná,RO
79411,Santa Catarina,ES
11907,Distrito Federal,RS
43193,Rio de Janeiro,MG
8189,Roraima,RN
39052,Piauí,RN
3350,Rio Grande do Norte,RS
48429,Rio de Janeiro,RR
65841,Rondônia,SC
28450,Tocantins,GO
81761,Rondônia,RR
78185,Bahia,RJ
843,Piauí,SC
13196,Rio Grande do Norte,BA
72335,Paraíba,SE
81552,Sergipe,RR
94890,Goiás,AM
83208,Alagoas,AL
48145,Rio de Janeiro,SP
86345,São Paulo,SP
80394,Espírito Santo,PA
46194,Acre,BA
37067,Santa Catarina,PA
68587,Bahia,PE
15412,Bahia,BA
43807,Paraná,PR
24603,Pará,PB
98689,Paraíba,GO
62894,Mato Grosso do Sul,AC
31268,Amapá,ES
60996,Ceará,MA
7317,Paraíba,AC
15020,Alagoas,MS
95394,Paraná,PB
58936,Piauí,GO
95486,Maranhão,ES
33711,São Paulo,TO
79019,Mato Grosso,AL
2006,Roraima,MS
6484,Sergipe,MA
5863,Maranhão,BA
46269,Minas Gerais,AC
83371,Rio de Janeiro,RO
19526,Acre,PI
83581,Santa Catarina,DF
87994,Paraíba,RO
78883,Alagoas,PA
89162,Distrito Federal,SP
88171,Acre,PB
11542,Bahia,AL
53805,Acre,MT
13132,Rio Grande do Sul,MS
90828,Maranhão,MA
80872,Paraná,PI
12030,Piauí,AP
86432,Rondônia,RR
55461,Ceará,AP
71474,Rio Grande do Sul,PE
41276,Alagoas,CE
66163,Rio Grande do Norte,SC
81903,Rondônia,RO
80187,São Paulo,PA
53732,Espírito Santo,RS
62572,Amazonas,MA
95129,Rondônia,RO
85779,Alagoas,RR
60986,Paraíba,TO
97122,Rondônia,DF
11032,Roraima,TO
30117,Santa Catarina,SP
78767,Piauí,SE
94361,Mato Grosso,SE
71046,Alagoas,SP
37595,Espírito Santo,MS
67485,Paraná,PR
88917,Tocantins,MA
2997,Ceará,GO
70130,Pará,PB
59571,Amazonas,AC
68081,Rio de Janeiro,PA
55806,Sergipe,AL
36936,Sergipe,AL
97938,Rio de Janeiro,BA
48652,Bahia,SP
81321,Paraná,DF
98799,Distrito Federal,RR
62846,Ceará,RS
94899,Rondônia,GO
51118,Rio Grande do Norte,RS
97675,Rio de Janeiro,PR
68742,Maranhão,RR
11681,Amazonas,RJ
46870,Santa Catarina,MG
9181,Piauí,SC
32638,Bahia,SE
68141,Mato Grosso do Sul,PB
43784,Pará,RR
40882,Rondônia,BA
91319,Amazonas,SP
66997,Santa Catarina,AP
96733,Rio Grande do Norte,AP
69077,Tocantins,RJ
63300,Amazonas,PI
21803,Pará,SP
17310,Acre,PB
53508,Bahia,SE
77126,Ceará,CE
83702,Paraíba,SC
91501,Mato Grosso,DF
21847,Paraná,MT
17208,Ceará,RR
56539,Sergipe,TO
36791,Mato Grosso do Sul,MG
94740,Rondônia,AP
99042,Amapá,RS
62647,Acre,SC
13300,Tocantins,CE
72770,São Paulo,MA
42733,Alagoas,RO
74756,Piauí,BA
15311,Pernambuco,GO
92096,Distrito Federal,RS
46793,Amazonas,BA
62056,Pará,SE
56608,Paraíba,PB
97089,Rio de Janeiro,GO
54815,Amazonas,RN
88450,Mato Grosso,AP
40847,Roraima,MS
72122,Rio de Janeiro,MA
56717,Minas Gerais,PI
27699,Tocantins,PB
35386,Rondônia,PI
47485,Paraná,TO
81187,Distrito Federal,AL
80329,Mato Grosso do Sul,BA
55619,Sergipe,RS
57835,Mato Grosso,ES
55809,Rio de Janeiro,SP
26512,Rio Grande do Norte,PE
64564,Distrito Federal,BA
3189,Amapá,SE
81444,Pernambuco,SE
91534,Amapá,GO
23278,Amazonas,PI
90884,Piauí,PR
65226,Mato Grosso,RJ
82851,Rio Grande do Sul,PB
18146,Pará,SE
65962,Espírito Santo,AL
38885,Espírito Santo,AM
29266,Rio Grande do Norte,RR
98701,Piauí,RJ
27877,Rio Grande do Norte,BA
50376,Minas Gerais,PE
53441,Rondônia,SP
9670,São Paulo,PR
37027,Piauí,AC
22076,Piauí,SC
77137,Sergipe,DF
7018,Amazonas,TO
31009,Maranhão,PA
75235,Piauí,PI
17190,Pernambuco,AC
46883,Amazonas,PR
73690,Rio Grande do Sul,CE
45,Distrito Federal,AC
63275,Paraná,BA
71860,Ceará,AC
56464,Minas Gerais,RN
38788,Espírito Santo,PR
46601,Piauí,SE
74267,Maranhão,PI
29552,Rio de Janeiro,ES
51118,Santa Catarina,PB
11514,São Paulo,MS
27936,Amazonas,AP
16194,Sergipe,MA
15278,Santa Catarina,RR
44983,Rondônia,SC
80748,Amazonas,DF
76405,Ceará,MT
97871,Piauí,MA
82199,Tocantins,ES
57080,Sergipe,PI
77110,Mato Grosso,AP
69962,Pará,AL
52394,Pernambuco,PR
10774,Goiás,AM
85809,Rio Grande do Sul,ES
82883,Tocantins,AC
26340,Sergipe,PE
14516,Sergipe,SE
67369,Piauí,SC
74072,Rio Grande do Sul,PA
69902,Paraná,SC
71449,Sergipe,MT
18096,Amapá,PE
17409,Rio Grande do Norte,RR
18066,Paraná,RR
8693,Rio Grande do Sul,AC
79305,Goiás,PI
46567,Espírito Santo,RS
96736,Sergipe,RO
58123,Espírito Santo,PR
6943,Amapá,AL
44425,Amazonas,RN
66394,Paraíba,PA
85578,Mato Grosso do Sul,AM
49566,Paraíba,RN
66446,Rio Grande do Sul,RN
33808,Tocantins,SP
70364,Paraná,SE
27725,Minas Gerais,PB
37203,Paraná,SE
66865,Tocantins,SC
5604,Distrito Federal,AC
74213,Ceará,PE
35586,Santa Catarina,DF
87060,Piauí,PR
12950,Pernambuco,DF
93465,Sergipe,RR
23822,Paraná,TO
81408,Maranhão,PA
98265,Rio de Janeiro,AL
41021,Rondônia,PA
64003,Bahia,MG
41039,Amapá,AM
43147,Tocantins,MG
41062,Amapá,PI
47953,Rio Grande do Norte,RO
51696,Distrito Federal,SC
62690,Rondônia,SE
72687,Tocantins,AL
80106,Rio de Janeiro,RR
73633,Pernambuco,SC
1889,Rio de Janeiro,PR
85350,Ceará,PI
47490,Roraima,RR
77859,Goiás,AL
64300,Acre,CE
64943,Paraíba,RJ
27014,Rio Grande do Norte,MS
61041,Acre,RN
19137,Sergipe,ES
92355,São Paulo,RS
54750,Santa Catarina,PI
47361,Paraná,MT
68026,Bahia,PR
34808,Bahia,PB
9979,Maranhão,RS
68770,Alagoas,RN
13298,Sergipe,RO
73299,Mato Grosso,AC
99575,Mato Grosso,AC
12172,Distrito Federal,PB
62007,Goiás,PA
17127,Minas Gerais,AP
13075,Rio Grande do Sul,CE
19252,Pará,AP
22556,Tocantins,GO
74541,Sergipe,AP
44817,Maranhão,SC
73991,Amazonas,PR
77724,Maranhão,ES
73237,São Paulo,RO
27856,Distrito Federal,GO
43685,Paraíba,BA
51869,Santa Catarina,BA
41817,Amazonas,RR
55746,Rondônia,MS
87746,Acre,SP
94050,Rio Grande do Norte,ES
75727,Paraíba,RO
40674,Mato Grosso do Sul,SP
51170,Goiás,RS
17352,Rio Grande do Sul,DF
43984,São Paulo,MG
58547,Alagoas,PB
64962,Pernambuco,PB
65149,Goiás,PR
57747,Sergipe,PE
76800,Rondônia,MG
24168,Santa Catarina,GO
99694,Amazonas,MA
40281,Acre,PI
97767,Amapá,PB
51867,Pernambuco,RR
16779,Sergipe,CE
6547,Distrito Federal,AP
59239,Ceará,AC
50262,Acre,AL
38633,Pernambuco,ES
23938,São Paulo,SE
53001,Paraíba,CE
6858,Maranhão,AC
44709,Amazonas,ES
56468,Roraima,PB
87671,Rio Grande do Sul,AP
42547,Pernambuco,MA
17312,Tocantins,ES
10019,Amazonas,PB
94974,Sergipe,PA
62627,Amapá,MG
49820,Maranhão,DF
39191,Mato Grosso do Sul,MG
81105,São Paulo,MS
13244,Ceará,RN
50653,Roraima,RJ
1493,Distrito Federal,RR
87860,Rio Grande do Sul,PB
51736,Mato Grosso do Sul,RR
91547,Amazonas,RN
86102,Ceará,SE
78790,Sergipe,MA
28319,Amazonas,PB
22653,Sergipe,PA
48983,Piauí,RS
28994,Alagoas,MG
22378,Sergipe,RJ
85692,Maranhão,RR
4133,Rio de Janeiro,RJ
17159,Minas Gerais,CE
92927,Bahia,PI
16789,Sergipe,AP
364,Santa Catarina,CE
41597,Paraná,AC
82083,Santa Catarina,AL
56626,São Paulo,DF
26208,Rondônia,SE
99876,Goiás,RJ
87583,Rio de Janeiro,TO
84048,Goiás,PE
43097,Paraná,ES
8068,Maranhão,RS
27771,Mato Grosso do Sul,SP
18167,Sergipe,SP
15291,Pará,BA
48942,Piauí,GO
50811,Rondônia,RN
58400,Rio de Janeiro,DF
57445,Rondônia,ES
79927,Rio Grande do Norte,PA
61658,Pernambuco,RR
87283,Bahia,TO
52729,Piauí,AM
17618,Mato Grosso do Sul,RJ
53217,Paraíba,MS
14869,Amazonas,AC
35770,Espírito Santo,ES
17246,Acre,RJ
48827,Piauí,RN
52730,Alagoas,PA
53149,Santa Catarina,MG
94980,Amapá,PE
8387,Sergipe,TO
90205,Paraná,MS
3824,Rio de Janeiro,MT
75209,Paraná,DF
6297,Rio Grande do Norte,TO
3928,Rio Grande do Sul,DF
17900,São Paulo,SE
20097,Amazonas,BA
78321,Mato Grosso,ES
72656,Goiás,SE
41661,Acre,GO
12128,Mato Grosso do Sul,RJ
84223,Rio de Janeiro,AP
7883,Paraná,MT
47735,Ceará,GO
42242,Rio Grande do Norte,SE
29515,Pernambuco,PB
66554,Amapá,SC
57664,Sergipe,BA
59262,Goiás,SP
91882,Mato Grosso,MG
88074,Mato Grosso,AL
85572,Espírito Santo,AM
15569,Maranhão,DF
13461,Sergipe,RR
89471,Rondônia,RJ
82936,Amapá,PR
43077,Amapá,BA
80049,Rio Grande do Sul,SP
69703,Rondônia,RS
61545,São Paulo,MS
80364,Piauí,MS
37600,Goiás,RS
12994,São Paulo,SC
11560,Paraíba,MA
83580,Rio Grande do Norte,PB
31629,Rondônia,AP
20609,Rondônia,PR
77388,Piauí,AL
75232,Acre,MS
29127,São Paulo,AL
9459,Bahia,TO
16059,Piauí,CE
83285,Distrito Federal,PI
23480,Pará,CE
6298,Roraima,PI
27707,Minas Gerais,MT
23126,Paraíba,PB
47089,Piauí,RJ
34114,Paraná,RS
2749,Alagoas,AC
71980,Paraná,SE
57294,Amapá,MA
3239,Pará,AP
26641,Rio Grande do Norte,CE
87779,Amazonas,MG
99739,Bahia,RN
34556,Amapá,PB
12180,Paraíba,MA
36699,Santa Catarina,AM
27897,Bahia,SE
23667,Santa Catarina,ES
96450,Santa Catarina,RR
72735,Santa Catarina,RO
9675,Mato Grosso do Sul,AM
45238,Mato Grosso do Sul,AM
92805,Minas Gerais,PB
56864,Rondônia,AP
72541,Mato Grosso,SC
16644,Paraná,PA
75026,Rondônia,AP
93949,Santa Catarina,RS
51183,Rio de Janeiro,RO
54009,Paraná,PE
14646,Amazonas,RN
67083,Alagoas,MA
60837,Bahia,TO
82876,Tocantins,CE
80650,São Paulo,RS
65508,Sergipe,SC
98670,Rio Grande do Norte,PE
61423,Espírito Santo,RO
16162,Tocantins,SE
28388,Amazonas,AP
58335,Piauí,PR
23421,Bahia,PA
11150,Bahia,SE
22420,Tocantins,PI
70005,Pará,DF
45345,Roraima,MA
34996,Tocantins,AC
58969,Acre,PB
25997,Distrito Federal,AM
79425,Bahia,BA
46621,Paraíba,MS
98338,Tocantins,RR
95561,Rondônia,SE
92082,Ceará,AL
24110,Tocantins,SC
33133,Minas Gerais,PA
8709,Pernambuco,MS
47776,Amapá,AM
90928,Paraná,RS
32362,Amazonas,RJ
4307,Amazonas,PB
1925,Pernambuco,PI
73039,Tocantins,RO
30245,Pernambuco,CE
67924,Sergipe,TO
25423,Mato Grosso,RN
71602,São Paulo,RS
2464,Rio Grande do Sul,ES
27784,Goiás,RS
55464,Rio Grande do Sul,BA
2901,Paraíba,AP
98181,Rondônia,PI
98542,São Paulo,SP
59104,Distrito Federal,DF
26784,Tocantins,AP
94570,Pará,MT
24237,Distrito Federal,MT
83007,Rio Grande do Sul,MT
96171,Espírito Santo,BA
10539,Pernambuco,PR
34665,Rio Grande do Sul,PB
93085,Minas Gerais,DF
19395,Bahia,SE
45566,Espírito Santo,AP
26508,Acre,BA
30776,São Paulo,PA
7822,Minas Gerais,PE
82719,Rio de Janeiro,PI
21788,Paraíba,PA
3949,Roraima,AL
14244,Roraima,PI
1822,Santa Catarina,SP
34907,Alagoas,AM
96533,Paraíba,CE
61703,Paraíba,MG
33909,São Paulo,MA
42849,Rondônia,RR
38495,Mato Grosso,RS
93249,Roraima,ES
49468,Mato Grosso do Sul,PA
85717,Rio Grande do Sul,PI
69775,Rio Grande do Norte,AP
67022,Distrito Federal,TO
47999,Mato Grosso,RJ
55887,Pará,SC
73393,Sergipe,MG
33741,Maranhão,AM
75713,Rondônia,SP
5603,Amazonas,AP
72483,Mato Grosso,SP
77511,Distrito Federal,CE
16355,Distrito Federal,RN
20760,Sergipe,MA
56248,Pará,RJ
35196,Pernambuco,MA
60352,Tocantins,AP
49514,Distrito Federal,PE
9511,Rio Grande do Norte,PR
58329,São Paulo,AC
74888,São Paulo,AL
39995,Roraima,CE
283,Rio de Janeiro,RN
95286,Acre,AL
21571,Sergipe,RS
85979,Bahia,MT
95272,Minas Gerais,AM
64354,Goiás,RS
69681,Amapá,PE
53569,Piauí,RR
1598,Rio de Janeiro,RJ
10026,Minas Gerais,MG
78569,Piauí,ES
24127,Pernambuco,SC
52678,Mato Grosso do Sul,RN
38526,Distrito Federal,AL
95437,Rio de Janeiro,SE
9635,Rondônia,CE
40150,Distrito Federal,PI
31855,Mato Grosso do Sul,SC
6714,Piauí,ES
41134,Espírito Santo,SC
81770,Goiás,RJ
1502,Pernambuco,RJ
81229,Rondônia,DF
90928,Paraíba,RN
673,Pará,PE
76717,Amapá,PE
96853,Tocantins,MG
10656,Rondônia,AP
3572,Piauí,RO
31068,Mato Grosso,SE
75284,Amapá,AM
95577,Rio Grande do Sul,TO
57831,Roraima,AM
97491,Tocantins,SC
52772,Maranhão,PA
75750,Pernambuco,CE
76059,Goiás,AP
87074,Pará,AP
11120,Bahia,SP
23265,Espírito Santo,CE
14415,Santa Catarina,AP
95852,Rio Grande do Norte,PI
70480,Amapá,SC
66323,Acre,AM
66827,Roraima,PB
68997,Pernambuco,PA
58547,Rondônia,BA
6671,Bahia,SE
18973,Distrito Federal,MG
9598,Roraima,MS
96933,Rondônia,MA
93233,Minas Gerais,RS
81773,Paraná,RS
52832,Tocantins,DF
26494,Rondônia,MS
61577,São Paulo,SP
71395,Roraima,AC
40187,Piauí,SE
36913,Rio Grande do Sul,PA
49193,Rio de Janeiro,MT
86771,Bahia,PR
88482,Piauí,RO
30571,Rio Grande do Sul,PE
63600,Ceará,RR
41519,Alagoas,PI
85168,Alagoas,MG
82051,Amapá,RR
62379,Rio Grande do Norte,GO
67831,Goiás,BA
88912,Rio Grande do Norte,TO
619,Alagoas,AC
10765,Minas Gerais,CE
86831,Amapá,AM
53927,Rio Grande do Sul,PE
67567,Mato Grosso,BA
8138,Acre,AC
33254,Distrito Federal,AC
47578,Rio de Janeiro,CE
64642,Amazonas,SE
7169,Maranhão,PA
93667,Amapá,PA
32298,Sergipe,SE
10100,Goiás,RN
95109,Sergipe,RO
57540,Distrito Federal,SE
51385,Amazonas,PR
19326,Pernambuco,RO
25343,Paraíba,RJ
85467,Rondônia,PB
18829,Paraná,ES
21191,Acre,MA
17998,Distrito Federal,DF
30340,Paraíba,GO
67029,Ceará,RS
33165,Rio de Janeiro,SC
54174,Amazonas,ES
97432,São Paulo,MT
54424,Acre,TO
4240,Mato Grosso do Sul,RN
56576,Paraná,SE
69591,Ceará,AL
50003,Mato Grosso do Sul,SE
42252,Bahia,CE
25458,Maranhão,MG
50302,Rio de Janeiro,PR
49962,Sergipe,AM
58858,Rio Grande do Sul,RS
96916,Ceará,AC
63858,Bahia,AM
37307,Sergipe,DF
69628,Mato Grosso,MS
40872,Rondônia,ES
39989,Rio Grande do Sul,PI
5347,São Paulo,RR
19097,Espírito Santo,SE
60026,Paraná,PB
31428,Paraná,AL
31285,Santa Catarina,CE
10781,Distrito Federal,PR
5298,Alagoas,AM
2894,Alagoas,PB
55928,Paraíba,SC
75818,São Paulo,PB
3267,Distrito Federal,RS
38784,Bahia,TO
32671,Alagoas,PR
1072,Santa Catarina,SC
36927,Minas Gerais,MA
69605,Mato Grosso,SC
96417,Santa Catarina,SP
66935,Acre,AC
26168,Amazonas,SC
66927,Mato Grosso,AM
42376,Minas Gerais,RO
75281,Distrito Federal,MS
31896,Bahia,DF
96820,Rondônia,DF
83763,Roraima,BA
85040,Santa Catarina,SP
21635,São Paulo,PB
79082,Espírito Santo,RS
9361,Santa Catarina,RJ
98258,Alagoas,RS
47136,Espírito Santo,RO
45363,Acre,PR
4151,Bahia,RO
35299,Pará,SC
80403,Mato Grosso do Sul,MA
41714,Acre,AP
69655,Rio Grande do Norte,MS
90940,Amapá,MT
42778,Acre,AL
16986,Pernambuco,AP
160,Pernambuco,MG
29485,Rondônia,PB
29263,Amapá,AP
2631,Pernambuco,PA
13585,Amapá,AM
87279,Tocantins,PA
80895,Pernambuco,RO
46515,Piauí,RJ
86785,Rio de Janeiro,AM
86183,Paraná,MS
87235,Amapá,RO
97693,Alagoas,MA
4030,Amazonas,MG
69221,Rio Grande do Sul,BA
1580,Distrito Federal,MA
1342,Sergipe,PB
99112,Mato Grosso,MT
93166,Roraima,SE
71960,Pará,PB
17136,São Paulo,RJ
66491,Goiás,SE
14830,Bahia,ES
10881,Amazonas,PE
57725,Acre,RS
52579,Bahia,CE
65952,Rio Grande do Sul,MA
43815,Pernambuco,ES
81928,Ceará,CE
85887,Pernambuco,PB
69930,Sergipe,GO
75418,Ceará,MA
34082,Acre,CE
41197,São Paulo,SC
62706,Rio de Janeiro,PE
46831,Rondônia,PE
8435,Amazonas,SP
76797,Rondônia,AP
24216,Mato Grosso do Sul,DF
41124,São Paulo,RS
76915,Rondônia,PA
24356,Bahia,SP
81042,Roraima,PR
51255,Bahia,SC
63070,Paraíba,SC
73077,Rio Grande do Sul,RJ
5550,Piauí,RJ
1848,Bahia,SC
84146,Distrito Federal,MT
59173,Piauí,TO
62930,Rio de Janeiro,GO
11335,Bahia,CE
97852,Rondônia,RO
164,Sergipe,RJ
13977,Bahia,AL
32016,Ceará,ES
65835,Espírito Santo,GO
68776,Paraíba,AC
54127,Amazonas,RO
80498,Pará,MA
68216,Paraná,MT
94554,Santa Catarina,RJ
79169,Rio Grande do Norte,ES
76645,Mato Grosso,MT
30104,Amapá,RJ
54377,Pernambuco,MG
98640,Espírito Santo,MA
11444,Alagoas,PI
75632,Espírito Santo,PB
72460,Maranhão,AL
55295,Amazonas,PI
82088,Rio de Janeiro,AP
21319,Acre,RJ
99353,Paraná,SE
53314,Rio de Janeiro,AL
52833,Rondônia,RS
93864,Rio de Janeiro,RR
94961,Roraima,GO
48980,Maranhão,CE
47891,Amapá,GO
4196,Espírito Santo,GO
76517,Rio Grande do Sul,PI
9629,Ceará,GO
83473,Rio de Janeiro,ES
99273,Distrito Federal,SP
43445,Pará,AC
2993,Rondônia,ES
5582,Rio Grande do Norte,MT
18913,Rondônia,MS
46996,Maranhão,SE
76630,Rondônia,MS
44587,Rio Grande do Sul,MS
48356,Distrito Federal,AP
5425,Rio Grande do Sul,TO
27467,Rio de Janeiro,DF
90723,Piauí,DF
2750,Amazonas,RR
21999,Pernambuco,RS
56843,Maranhão,TO
65520,Piauí,MA
47569,Acre,PI
46670,Amazonas,SC
59841,Alagoas,MG
19061,Paraíba,RN
45157,Pará,SP
38233,Paraíba,SP
89720,Tocantins,PI
29857,Bahia,PE
89383,Rio Grande do Sul,AL
98978,Rio Grande do Sul,PB
50803,Maranhão,MT
21124,Maranhão,MA
4514,Amapá,SP
93968,Santa Catarina,RJ
93691,Mato Grosso,TO
42967,Goiás,AL
90761,Roraima,AL
4794,Paraíba,PB
95788,Rio Grande do Norte,MS
49055,Santa Catarina,RN
66938,Mato Grosso do Sul,CE
69754,Tocantins,PA
47953,Paraíba,RS
15476,Minas Gerais,PE
1348,Maranhão,PB
81177,Paraíba,AL
7056,Minas Gerais,AM
31331,Paraíba,AM
14504,Pernambuco,MS
69095,Bahia,GO
57810,Rio Grande do Norte,RR
25945,Mato Grosso do Sul,SP
54707,Rondônia,RO
47558,Amapá,BA
76723,Minas Gerais,GO
95327,Rio Grande do Sul,PE
86648,São Paulo,AC
2716,Mato Grosso,RO
7091,Pará,ES
44386,Acre,PI
64383,Espírito Santo,RO
9543,Bahia,TO
82382,Rondônia,MG
33620,Roraima,MA
44192,Santa Catarina,AP
94673,Ceará,RJ
61439,Tocantins,PR
37892,Rio de Janeiro,PR
31688,Pernambuco,AM
55594,Rio Grande do Sul,MT
89494,Rio Grande do Sul,RN
1835,Rio Grande do Norte,RJ
88787,Sergipe,AP
91400,Pernambuco,SP
81192,Piauí,PA
36113,Paraná,RN
11547,Bahia,RS
35241,Pará,BA
45682,Sergipe,PR
38099,Amapá,RS
28007,Tocantins,RO
89324,Rio de Janeiro,PB
11807,Maranhão,BA
13154,Ceará,GO
92668,Rio de Janeiro,MA
63959,Amazonas,GO
17856,Rondônia,PB
26624,Alagoas,MA
75837,Minas Gerais,AM
28428,Piauí,MA
39594,Espírito Santo,MS
54811,Tocantins,MG
19473,Santa Catarina,GO
55544,Pernambuco,AM
57465,Amazonas,GO
46342,Minas Gerais,CE
7144,Paraíba,SP
26793,Espírito Santo,MT
1873,Sergipe,PA
45726,Roraima,MS
27591,Espírito Santo,PB
97285,Ceará,RS
83615,Distrito Federal,MG
7204,Maranhão,DF
82943,São Paulo,MS
66168,Sergipe,PI
97601,Espírito Santo,PE
72077,Mato Grosso do Sul,MG
35860,Distrito Federal,ES
72608,Pará,AC
40292,Acre,SP
81744,Rio Grande do Sul,BA
3310,Rio Grande do Norte,MG
33964,Maranhão,AP
49965,Rondônia,SE
68234,Amazonas,PB
9417,Bahia,GO
59888,Santa Catarina,BA
89759,Acre,MA
86272,Rondônia,PR
50991,Bahia,TO
64140,Paraíba,SP
19229,Rondônia,SP
26349,Piauí,ES
37243,Alagoas,MT
51035,Amazonas,MG
17671,Mato Grosso,MT
15122,Bahia,RO
86934,Tocantins,RO
73169,Rio Grande do Norte,AM
93145,Distrito Federal,AP
43194,Rio Grande do Sul,MT
27751,Mato Grosso,BA
2308,Acre,AC
38451,Acre,BA
90435,Pará,AL
11695,Rio de Janeiro,MT
84519,Distrito Federal,CE
84280,Tocantins,AC
23343,Rio Grande do Sul,PE
12896,Distrito Federal,AC
20814,Pará,MT
52051,Maranhão,MG
88654,Amapá,DF
12695,São Paulo,SE
34263,Amazonas,RJ
81324,Goiás,CE
86358,Sergipe,MG
9629,Ceará,MA
81329,Pará,RN
48667,Rondônia,AL
20028,Rio Grande do Norte,RR
76124,São Paulo,AL
71399,Maranhão,AP
34272,Rio de Janeiro,CE
47771,Pernambuco,MA
3694,Piauí,DF
31792,Pará,PB
25893,Paraná,AC
5769,Espírito Santo,PE
51682,Maranhão,AC
61576,Alagoas,DF
40184,Rondônia,RN
78247,Mato Grosso,MT
7264,Distrito Federal,MS
14718,Rio Grande do Norte,RO
77484,Rio Grande do Norte,RR
77912,Mato Grosso,RJ
71379,Rio Grande do Norte,CE
96787,Goiás,MG
89684,Santa Catarina,AL
26220,Acre,MT
53722,Paraná,AM
59091,Tocantins,TO
47907,Minas Gerais,AP
56804,Roraima,PA
88306,Pará,ES
29783,Acre,SP
50080,Santa Catarina,AP
88128,Distrito Federal,BA
93170,Pernambuco,SP
67438,Distrito Federal,CE
9811,Santa Catarina,AM
23469,Rio Grande do Norte,PB
48840,Paraná,GO
20927,Pará,PA
24399,Acre,ES
55340,São Paulo,RN
94731,Acre,MT
11369,Acre,PI
51493,Maranhão,AL
57808,Rio Grande do Norte,MS
11526,Roraima,PR
72102,Espírito Santo,MA
72975,Santa Catarina,MT
71445,Acre,RN
83373,Minas Gerais,RR
514,São Paulo,ES
94799,Mato Grosso do Sul,ES
18212,Piauí,BA
40769,Tocantins,TO
86166,Roraima,PE
82713,Sergipe,CE
19934,Rio Grande do Norte,RS
69591,Sergipe,AP
5126,Bahia,RJ
72842,Amapá,RJ
5176,Mato Grosso do Sul,SE
77720,Santa Catarina,GO
12879,Maranhão,BA
91705,Distrito Federal,AM
90160,Espírito Santo,AM
9160,Pará,MG
1294,Rio de Janeiro,PI
92242,Rio Grande do Norte,RN
62110,Ceará,RO
9870,Minas Gerais,PE
72662,Tocantins,MA
47577,Ceará,SP
91687,Rio Grande do Sul,PE
96512,Alagoas,SC
83854,Piauí,RJ
99456,Tocantins,AC
